GeoFIPS,GeoName,Region,TableName,LineCode,IndustryClassification,Description,Unit,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024
 "15980","Cape Coral-Fort Myers, FL (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",89.112,86.282,88.153,90.666,92.518,93.789,95.733,96.452,99.304,99.438,101.272,101.250,102.682,108.895,118.210,124.246,126.571
 "16020","Cape Girardeau, MO-IL (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",72.475,73.845,79.504,80.696,83.690,85.656,85.581,83.963,84.647,85.166,89.578,93.199,92.997,96.459,100.028,103.706,106.450
 "16180","Carson City, NV (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",89.002,84.859,88.208,90.405,89.938,92.330,94.621,96.467,94.420,97.735,96.743,102.004,99.303,102.455,109.661,114.351,121.354
 "16220","Casper, WY (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",82.332,86.345,86.416,90.858,93.807,95.156,95.310,92.648,95.935,98.201,97.291,96.564,97.686,99.530,106.888,111.518,116.034
 "16300","Cedar Rapids, IA (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",82.835,83.043,84.619,86.020,88.624,85.889,89.836,89.859,89.581,91.670,94.238,95.302,95.483,100.240,104.448,108.443,110.017
 "16540","Chambersburg, PA (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",87.417,86.905,87.231,89.312,90.231,93.201,92.240,93.631,94.491,98.022,98.144,97.875,98.673,103.490,109.025,113.727,117.040
 "16580","Champaign-Urbana, IL (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",85.761,85.237,86.060,87.441,89.008,90.466,91.647,90.918,92.104,92.359,95.085,97.278,96.160,101.427,105.961,109.308,114.643
 "16620","Charleston, WV (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",80.915,79.843,83.065,87.629,88.305,87.889,89.750,89.689,91.126,90.358,92.373,92.945,91.480,99.516,104.297,107.324,109.713
 "16700","Charleston-North Charleston, SC (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",86.882,86.557,88.479,92.284,94.849,95.424,96.949,97.352,98.011,99.237,100.321,101.630,102.588,108.051,115.061,121.833,124.855
 "16740","Charlotte-Concord-Gastonia, NC-SC (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",84.982,83.641,86.588,88.826,90.894,91.878,93.569,93.613,95.271,96.203,97.482,97.799,98.562,105.269,112.370,117.284,120.387
 "16820","Charlottesville, VA (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",88.926,87.747,91.087,93.390,93.457,96.527,96.984,97.354,98.581,99.867,100.202,99.127,102.899,109.498,113.256,119.259,122.609
 "16860","Chattanooga, TN-GA (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",82.224,81.467,84.903,86.908,89.259,89.457,90.782,91.061,92.162,94.107,91.189,94.465,94.259,98.058,107.435,111.291,113.110
 "16940","Cheyenne, WY (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",85.228,88.439,87.589,92.996,93.805,93.864,96.973,93.761,96.218,98.692,95.579,99.821,96.052,101.177,109.356,110.414,119.327
 "16980","Chicago-Naperville-Elgin, IL-IN (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",94.020,94.722,95.993,99.166,99.373,99.842,100.258,99.802,102.014,105.187,106.359,106.251,109.348,114.927,122.725,123.507,128.111
 "17020","Chico, CA (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",88.648,90.925,91.175,94.731,97.828,96.236,96.936,95.738,95.415,100.874,106.344,105.804,106.538,111.674,121.003,126.229,125.147
 "17140","Cincinnati, OH-KY-IN (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",86.575,85.793,85.715,86.456,88.293,89.824,90.230,89.330,92.049,93.927,96.289,98.268,98.290,102.670,108.659,113.550,117.941
 "17300","Clarksville, TN-KY (Metropolitan Statistical Area)", ,MAIRPD,1,"...","Implicit regional price deflator ","Index",80.701,80.067,82.737,87.068,87.898,88.894,89.678,89.963,91.983,92.113,90.402,92.591,92.904,98.488,105.734,110.451,112.470
